scenario,episode,step,agent_id,food_N,food_S,food_E,food_W,occ_N,occ_S,occ_E,occ_W,food_here,energy,free_cells,move,reproduce,did_reproduce,did_move
S3,4,155,5866212816,0.8072,-1.0,1.3265,0.7755,0,1,0,0,0.0,2.641,3,E,False,False,True
S3,4,155,5875385648,2.0049,-1.0,1.0797,2.5867,0,1,0,0,0.0,4.8841,3,E,True,True,True
S3,4,155,5875589360,1.2382,0.639,0.8709,1.5549,0,0,0,0,0.0,2.4124,4,W,False,False,True
S3,4,155,5875596080,0.9498,2.3176,2.0842,2.1664,0,0,0,0,0.0,4.3103,4,S,False,False,True
S3,4,155,5876162896,1.0451,-1.0,0.0,1.2469,0,1,1,0,0.0,0.8274,2,N,False,False,True
S3,4,155,5876163664,1.1142,-1.0,0.7755,0.0,0,1,0,1,0.0,1.1167,2,N,False,False,True
S3,4,155,5875389392,0.0,2.1463,0.9301,1.1146,1,0,0,0,0.056,5.5753,3,S,False,False,True
S3,4,155,5876155696,1.0495,0.7646,-1.0,1.5366,0,0,1,0,0.0,2.8621,3,N,False,False,True
S3,4,155,5881032784,1.7356,1.1146,0.0,1.3425,0,0,1,0,0.0,2.886,3,N,False,False,True
S3,4,155,5868959504,1.4011,0.056,0.8323,0.0,0,1,0,1,0.0,2.8188,2,N,False,False,False
S3,4,155,5867234096,1.4481,3.1684,2.306,2.0475,0,0,0,0,0.0,6.1794,4,S,False,False,True
S3,4,156,5867234096,1.4269,3.0992,2.6108,3.056,0,0,0,0,0.3594,6.8245,4,S,False,False,True
S3,4,156,5877216080,0.401,2.234,1.4781,1.5821,0,0,0,0,0.0,1.8454,4,S,False,False,True
S3,4,156,5871777552,1.5079,0.3134,0.7634,0.772,0,0,0,0,0.0,1.0982,4,N,False,False,True
S3,4,156,5875389392,1.3621,1.5079,1.0573,1.3865,0,0,0,0,0.0,5.6785,4,S,False,False,False
S3,4,156,5876737008,0.4255,-1.0,0.3565,0.0,0,1,0,1,0.0,1.2571,2,N,False,False,True
S3,4,156,5875395728,-1.0,0.0,0.9004,0.0,1,1,0,1,0.0,3.3107,1,E,False,False,True
S3,4,156,5876592816,0.8781,2.1057,2.0053,1.2282,0,0,0,0,0.0,3.8119,4,N,False,False,True
S3,4,156,5871697744,0.7634,0.7054,-1.0,0.3134,0,0,1,0,0.0,1.894,3,N,False,False,True
S3,4,156,5880596816,1.9042,0.0,0.4255,2.1959,0,1,0,0,0.0,2.8849,3,W,False,False,True
S3,4,156,5875385648,0.0,-1.0,0.0,1.1678,1,1,1,0,0.0,2.1054,1,W,False,False,True
S3,4,156,5875588592,2.1298,0.652,1.9503,2.16,0,0,0,0,0.0,3.2079,4,N,False,False,True
S3,4,156,5876155696,1.0573,0.7634,-1.0,1.5079,0,0,1,0,0.0,2.4112,3,N,False,False,True
S3,4,156,5877786256,1.3686,0.9683,0.7954,1.4864,0,0,0,0,0.0,3.7365,4,N,False,False,True
S3,4,156,5876162896,0.9139,0.3565,0.0,0.4255,0,0,1,0,0.0,0.779,3,N,False,False,True
S3,4,156,5866212816,1.1102,-1.0,1.2979,0.7192,0,1,0,0,0.0,2.5113,3,N,False,False,True
S3,4,156,5868959504,0.0,1.3621,1.0233,0.7682,1,0,0,0,0.0,1.8908,3,S,False,False,True
S3,4,156,5881032784,-1.0,0.7682,0.0,2.149,1,0,1,0,0.0,3.1165,2,S,False,False,True
S3,4,156,5876730192,0.8706,2.4024,1.9261,0.8898,0,0,0,0,0.0,3.982,4,S,False,False,True
S3,4,156,5875589360,1.6284,0.0,0.6735,1.91,0,0,0,0,0.0,2.5568,4,W,False,False,True
S3,4,156,5875396016,2.6374,-1.0,-1.0,1.2424,0,1,1,0,0.0,5.8736,2,N,False,False,True
S3,4,156,5875394288,1.5549,0.2124,0.639,1.2427,0,0,0,0,0.0,0.4109,4,N,False,False,False
S3,4,156,5875596080,1.0531,2.0091,0.8851,2.4478,0,0,0,0,0.0,4.8379,4,S,False,False,True
S3,4,156,5876157808,1.7964,0.3379,1.3336,1.3909,0,0,0,0,0.0,1.0294,4,N,False,False,True
S3,4,156,5876163664,1.4337,0.4143,0.4034,0.0,0,0,0,1,0.0,1.0796,3,N,False,False,True
S3,4,157,5875588592,2.4192,0.8326,2.1676,2.5932,0,0,0,0,0.0,3.7681,4,N,False,False,True
S3,4,157,5867234096,1.9153,2.6129,3.0043,3.705,0,0,0,0,0.2902,7.3406,4,E,False,False,True
S3,4,157,5877786256,1.6562,0.9383,1.5775,1.8551,0,0,0,0,0.0,3.4298,4,E,False,False,True
S3,4,157,5876592816,0.8072,0.9534,3.1086,1.0788,0,0,0,0,0.0,2.9996,4,E,False,False,True
S3,4,157,5875596080,1.1586,2.0406,1.0808,2.695,0,0,0,0,0.0,4.9514,4,W,False,False,True
S3,4,157,5866212816,1.1455,0.6933,1.4724,1.1892,0,0,0,0,0.0,2.1913,4,E,False,False,True
S3,4,157,5876737008,0.7718,0.4424,0.3468,0.768,0,0,0,0,0.0,0.5032,4,N,False,False,True
S3,4,157,5876157808,1.7457,0.3969,2.1451,2.24,0,0,0,0,0.0,1.6919,4,E,False,False,True
S3,4,157,5871777552,0.0,0.4106,0.6732,0.9864,1,0,0,0,0.0,1.4584,3,W,False,False,True
S3,4,157,5875396016,2.5814,1.3657,-1.0,2.7831,0,0,1,0,0.0,6.4082,3,N,False,False,True
S3,4,157,5875385648,0.0,-1.0,0.6121,2.9687,1,1,0,0,0.0,1.9241,2,W,False,False,True
S3,4,157,5880596816,2.5385,0.0,0.768,2.9846,0,1,0,0,0.0,3.5758,3,W,True,True,True
S3,4,157,5875389392,0.0,0.0,0.0,1.5775,1,1,1,0,0.0,4.7505,1,W,False,False,False
S3,4,157,5875395728,-1.0,1.2143,-1.0,0.8531,1,0,1,0,0.0,2.6209,2,S,False,False,True
S3,4,157,5877216080,0.5601,2.4993,2.101,1.6531,0,0,0,0,0.0,2.7823,4,S,False,False,True
S3,4,157,5871697744,0.6732,0.5698,-1.0,0.4106,0,0,1,0,0.0,1.3507,3,N,False,False,True
S3,4,157,5881032784,0.8143,1.4966,0.5692,1.7245,0,0,0,0,0.0,2.3334,4,S,False,False,False
S3,4,157,5868959504,0.5692,0.0,1.3121,1.4966,0,1,0,0,0.0,1.9467,3,W,False,False,True
S3,4,157,5876155696,1.3121,0.6732,-1.0,0.0,0,0,1,1,0.0,2.0583,2,N,False,False,True
S3,4,157,5875589360,2.0084,0.0,0.7024,1.1401,0,1,0,0,0.0,3.0275,3,W,False,False,False
S3,4,157,5876730192,0.9874,2.688,2.3038,1.8301,0,0,0,0,0.0,4.66,4,S,False,False,True
S3,4,157,5876162896,1.1401,0.3468,0.0,0.7718,0,0,1,0,0.0,0.609,3,N,False,False,True
S3,4,157,5876163664,0.0,0.4069,0.191,0.0,1,0,0,1,0.0,1.3694,2,S,False,False,True
S3,4,158,5876155696,0.0,0.6027,-1.0,0.5803,1,0,1,0,0.0,2.0307,2,S,False,False,False
S3,4,158,5877786256,0.0,0.0,0.0,0.877,1,1,1,0,0.0,3.3933,1,W,False,False,True
S3,4,158,5867234096,2.9928,2.6227,1.7729,1.9494,0,0,0,0,0.1953,7.7535,4,N,False,False,True
S3,4,158,5875385648,0.1756,-1.0,0.5758,3.2837,1,1,0,0,0.1597,3.4203,2,E,False,False,True
S3,4,158,5875395728,0.7152,0.0,-1.0,0.7602,0,1,1,0,0.0,2.383,2,N,False,False,True
S3,4,158,5868959504,0.0,0.0,0.5803,1.8472,1,1,0,0,0.0,2.1259,2,W,False,False,True
S3,4,158,5875389392,0.5803,0.4827,0.6027,0.0,0,0,0,1,0.0,3.8225,3,E,False,False,False
S3,4,158,5876157808,2.5797,1.7156,2.2771,0.5294,0,0,0,0,0.0,2.5706,4,N,False,False,True
S3,4,158,5876162896,2.354,0.3128,0.0,0.8267,0,0,1,0,0.0,0.6993,3,N,False,False,True
S3,4,158,5866212816,1.7088,1.6799,2.9741,0.6293,0,0,0,0,0.0,2.2974,4,E,False,False,False
S3,4,158,5876730192,1.123,2.9928,2.292,1.8089,0,0,0,0,0.0,5.488,4,S,False,False,False
S3,4,158,5881026064,3.4386,3.2837,0.1756,3.7202,0,0,1,0,0.2833,3.3113,3,N,False,False,True
S3,4,158,5880596816,2.8851,0.1597,0.9062,0.2833,0,1,0,1,0.1756,3.3113,2,N,False,False,True
S3,4,158,5875589360,2.1994,0.4649,0.8934,0.0,0,0,0,1,0.0,2.0995,3,N,False,False,True
S3,4,158,5876737008,0.8267,0.2916,0.3128,2.2862,0,0,0,0,0.0,0.2464,4,W,False,False,True
S3,4,158,5881032784,1.0053,0.0,0.7602,1.9155,0,1,0,0,0.0,1.4054,3,W,False,False,True
S3,4,158,5876592816,2.6602,2.3873,1.769,0.7909,0,0,0,0,0.2996,4.2807,4,N,False,False,True
S3,4,158,5876163664,0.4649,0.7963,0.7854,0.5378,0,0,0,0,0.0,0.5744,4,S,False,False,True
S3,4,158,5875588592,-1.0,0.9446,2.3728,2.7601,1,0,0,0,0.0,4.5057,3,E,False,False,True
S3,4,158,5871777552,0.0,1.154,0.4827,1.1293,1,0,0,0,0.0,1.2252,3,S,False,False,True
S3,4,158,5871697744,0.6027,0.4611,-1.0,0.4827,0,0,1,0,0.0,0.8258,3,N,False,False,True
S3,4,158,5875396016,2.292,1.4726,-1.0,0.0,0,0,1,1,0.0,6.78,2,N,False,False,True
S3,4,158,5877216080,0.7475,2.9741,0.0,1.7088,0,0,1,0,0.0,3.7971,3,S,False,False,True
S3,4,158,5875596080,2.8298,2.8794,1.1813,-1.0,0,0,0,1,0.0,5.7281,3,S,False,False,True
S3,4,159,5876592816,2.6328,1.3467,2.0594,1.1892,0,0,0,0,0.0,5.1567,4,N,False,False,True
S3,4,159,5877216080,0.9504,1.8154,1.6636,0.0,0,0,0,1,0.1651,4.9187,3,N,False,False,True
S3,4,159,5875395728,-1.0,0.6676,-1.0,1.2351,1,0,1,0,0.0,1.6936,2,W,False,False,True
S3,4,159,5871697744,0.0,0.3562,-1.0,0.0,1,0,1,1,0.0,0.3353,1,S,True,True,True
S3,4,159,5881032784,2.722,0.0,0.4721,1.337,0,1,0,0,0.0,2.1118,3,N,False,False,True
S3,4,159,5876163664,0.3059,-1.0,1.5395,0.9295,0,1,0,0,0.0,0.3279,3,E,False,False,True
S3,4,159,5876737008,0.9109,1.15,0.2403,2.9205,0,0,0,0,0.0,1.5553,4,N,False,False,True
S3,4,159,5867234096,0.0,1.937,2.622,2.2973,1,0,0,0,0.1838,8.0838,3,S,False,False,True
S3,4,159,5871777552,0.436,1.1254,0.7926,1.5413,0,0,0,0,0.0,1.2061,4,E,False,False,True
S3,4,159,5877786256,0.0,1.3203,0.8697,2.2371,1,0,0,0,0.0,2.6636,3,S,False,False,True
S3,4,159,5875389392,0.7713,0.6737,0.0,0.8697,0,0,1,0,0.0,2.8945,3,N,False,False,True
S3,4,159,5868959504,0.0,0.0,0.6162,2.2753,1,1,0,0,0.0,2.62,2,E,False,False,True
S3,4,159,5881026064,2.9949,1.1365,0.0761,3.5735,0,0,1,0,0.6296,4.5301,3,N,False,False,True
S3,4,159,5876730192,1.314,0.1838,2.483,1.9999,0,1,0,0,0.0,4.56,3,E,False,False,True
S3,4,159,5866212816,1.8998,1.8709,0.1651,0.8203,0,0,1,0,0.0,1.3694,3,N,False,False,True
S3,4,159,5876157808,1.337,0.7051,2.101,2.1277,0,0,0,0,0.0,3.7082,4,E,False,False,True
S3,4,159,5875588592,-1.0,2.5496,1.5508,1.0921,1,0,0,0,0.0,5.0494,3,S,False,False,True
S3,4,159,5875396016,2.0511,1.547,-1.0,0.9385,0,0,1,0,0.0,6.788,3,N,False,False,True
S3,4,159,5875596080,1.3366,2.8297,2.4226,-1.0,0,0,0,1,0.0704,6.4635,3,E,False,False,True
S3,4,159,5876155696,0.6676,0.0,-1.0,0.7713,0,1,1,0,0.0,1.1027,2,N,False,False,True
S3,4,159,5875385648,1.0972,-1.0,0.9941,1.0347,0,1,0,0,0.0,2.384,3,N,False,False,True
S3,4,159,5880596816,2.8137,1.0289,2.9205,0.6296,0,0,0,1,0.0761,4.5301,3,E,False,False,True
S3,4,159,5876162896,2.4681,0.3309,0.0,1.9066,0,0,1,0,0.0,1.9854,3,N,False,False,True
S3,4,159,5875589360,2.3485,0.6109,2.2014,0.0,0,0,0,1,0.0,2.9509,3,N,False,False,True
S3,4,160,5875396016,1.9749,1.5486,-1.0,1.1331,0,0,1,0,0.0,6.5535,3,N,False,False,True
S3,4,160,5867234096,1.9915,3.0047,2.1549,2.3314,0,0,0,0,0.0,7.4761,4,E,False,False,True
S3,4,160,5877786256,0.7237,1.7323,0.627,2.2504,0,0,0,0,0.0,2.5232,4,W,False,False,True
S3,4,160,5876730192,2.8768,2.813,2.3187,1.103,0,0,0,0,0.0,5.203,4,N,False,False,True
S3,4,160,5875588592,1.2009,2.7143,1.528,1.3266,0,0,0,0,0.0,5.6612,4,S,False,False,True
S3,4,160,5868959504,0.6631,1.0607,0.0,0.715,0,0,1,0,0.0,1.7842,3,S,False,False,True
S3,4,160,5876155696,0.5297,0.4115,-1.0,1.1422,0,0,1,0,0.0,0.6218,3,Stay,False,False,False
S3,4,160,5875389392,1.1422,0.7699,0.4115,0.0,0,0,0,1,0.0,2.159,3,N,False,False,True
S3,4,160,5875395728,-1.0,1.1422,0.5297,1.3873,1,0,0,0,0.0,1.662,3,S,False,False,False
S3,4,160,5881026064,2.3314,1.7266,3.0047,3.4268,0,0,0,0,0.1859,5.505,4,E,False,False,True
S3,4,160,5876157808,2.7316,0.0,2.674,0.9326,0,1,0,0,0.0,4.1395,3,N,False,False,True
S3,4,160,5875589360,2.674,0.7812,2.3647,0.0,0,0,0,1,0.0,3.7812,3,N,False,False,True
S3,4,160,5882027408,0.5789,0.7926,0.3562,0.436,0,1,1,0,0.6737,0.1341,2,Stay,False,False,False
S3,4,160,5871697744,0.0,0.3562,-1.0,0.0,1,0,1,1,0.0,0.3353,1,S,True,False,False
S3,4,160,5871777552,0.0,1.0774,0.8431,0.4322,0,0,0,0,0.0,0.8295,4,S,False,False,True
S3,4,160,5875596080,1.5633,3.0025,2.4031,1.5541,0,0,0,0,0.0,6.6654,4,S,False,False,True
S3,4,160,5876592816,2.7143,1.2223,2.4281,1.416,0,0,0,0,0.0,5.8302,4,N,False,False,False
S3,4,160,5877216080,1.1295,1.3398,1.738,0.0,0,0,0,1,0.0,3.9574,3,S,False,False,True
S3,4,160,5876162896,0.0,0.5881,0.0,0.8961,1,0,1,0,0.0,3.1284,2,W,False,False,True
S3,4,160,5880596816,1.91,0.0,0.5021,1.1731,0,1,0,0,0.1115,5.505,3,N,False,False,True
S3,4,160,5875385648,0.1115,0.6678,1.341,1.2199,1,0,0,0,0.0,2.0764,3,S,False,False,True
S3,4,160,5881032784,-1.0,0.6134,1.3873,1.7418,1,0,0,0,0.0,3.4834,3,W,False,False,True
S3,4,160,5876163664,1.1674,-1.0,1.4832,0.2566,0,1,0,0,0.0,0.8738,3,E,False,False,True
S3,4,160,5866212816,2.2261,0.4649,0.0,1.7185,0,0,1,0,0.0,2.0673,3,N,False,False,True
S3,4,160,5876737008,0.9699,0.5021,1.2087,1.91,0,0,0,0,0.0,1.2271,4,E,False,False,True
S3,4,161,5876730192,2.8811,1.2316,2.3051,1.696,0,0,0,0,0.0678,6.0434,4,E,False,False,True
S3,4,161,5875588592,1.3232,0.0,2.6573,1.5966,0,1,0,0,0.0,6.3152,3,E,False,False,True
S3,4,161,5876157808,2.1832,1.0189,3.0607,1.719,0,0,0,0,0.0,5.1152,4,E,False,False,True
S3,4,161,5867234096,3.004,0.0,1.1609,1.6862,0,1,0,0,0.0,7.2078,3,E,False,False,True
S3,4,161,5871777552,0.3569,2.2672,1.3338,1.5074,0,0,0,0,0.0,0.813,4,S,False,False,True
S3,4,161,5880596816,0.0,1.4035,0.4364,0.1957,1,0,0,1,0.0,5.386,2,S,False,False,True
S3,4,161,5876163664,1.9532,-1.0,1.4573,0.3658,0,1,0,0,0.0,1.2542,3,N,False,False,True
S3,4,161,5881032784,-1.0,1.719,0.8877,1.3919,1,0,0,0,0.0,3.6006,3,S,False,False,True
S3,4,161,5875389392,0.0,0.6228,0.0,0.8541,1,0,0,0,0.0,1.9413,3,S,False,False,True
S3,4,161,5875396016,1.8864,1.5017,-1.0,1.356,0,0,1,0,0.0,6.2897,3,N,False,False,True
S3,4,161,5877216080,0.9825,2.1974,2.0456,0.6559,0,0,0,0,0.0,3.5778,4,S,False,False,True
S3,4,161,5875385648,0.6063,-1.0,1.3761,1.4167,0,1,0,0,0.0,1.4009,3,W,False,False,True
S3,4,161,5875596080,1.5241,4.011,2.3819,3.2117,0,0,0,0,0.1935,7.2133,4,S,False,False,True
S3,4,161,5876155696,0.5297,0.4115,-1.0,1.1422,0,0,1,0,0.0,0.6218,3,Stay,False,False,False
S3,4,161,5875589360,3.0607,0.9472,2.3019,1.0189,0,0,0,0,0.0,4.771,4,N,False,False,False
S3,4,161,5876162896,1.1236,2.2886,0.8167,1.1024,0,0,0,0,0.0,2.4709,4,N,False,False,True
S3,4,161,5868959504,0.5478,0.818,0.9609,0.9147,0,0,0,0,0.0,1.56,4,W,False,False,True
S3,4,161,5877786256,2.6191,2.342,0.6956,1.4133,0,0,0,0,0.0,3.341,4,N,False,False,True
S3,4,161,5876737008,2.2886,0.6223,0.7129,0.4364,0,0,0,0,0.0,1.2624,4,N,False,False,True
S3,4,161,5866212816,2.5371,0.6045,1.3205,2.0169,0,0,0,0,0.0,2.9519,4,N,False,False,True
S3,4,161,5875395728,-1.0,0.0,0.7207,1.5783,1,1,0,0,0.0,0.734,2,E,False,False,True
S3,4,161,5876592816,0.0,1.4133,2.6191,1.607,1,0,0,0,0.0,4.9022,3,S,False,False,True
S3,4,161,5881026064,1.6862,1.3641,0.0,1.4779,0,0,1,0,0.1957,6.285,3,N,False,False,True
S3,4,162,5867234096,1.2934,0.6274,0.0,1.6326,0,0,1,0,0.0,5.9991,3,Stay,False,False,False
S3,4,162,5880596816,1.2682,0.7973,0.8841,1.5551,0,0,0,0,0.0,4.7843,4,N,False,False,True
S3,4,162,5866212816,1.6153,0.7814,1.5151,2.3712,0,0,0,0,0.0,3.9706,4,W,False,False,True
S3,4,162,5876730192,2.865,2.7007,1.91,1.4675,0,0,0,0,0.0,6.2118,4,N,False,False,True
S3,4,162,5876592816,1.1714,1.9197,0.8592,1.7622,0,0,0,0,0.0,4.4071,4,S,False,False,True
S3,4,162,5875596080,1.8272,4.66,2.8703,5.2232,0,0,0,0,1.202,7.6517,4,W,False,False,True
S3,4,162,5875588592,0.0,0.0,1.097,1.454,1,1,0,0,0.0,6.7815,2,W,False,False,True
S3,4,162,5876157808,1.9084,0.0,3.0549,1.214,0,1,0,0,0.2517,5.9732,3,E,False,False,True
S3,4,162,5875589360,0.2517,1.1382,2.4929,1.2099,1,0,0,0,0.0,3.843,3,S,False,False,True
S3,4,162,5875396016,1.8514,1.4489,-1.0,2.6118,0,0,1,0,0.0,5.9902,3,Stay,False,False,False
S3,4,162,5875395728,-1.0,0.191,-1.0,0.3378,1,0,1,0,0.0,0.3799,2,S,False,False,True
S3,4,162,5875385648,1.6019,-1.0,0.4712,4.0477,0,1,0,0,0.0,1.6095,3,E,False,False,True
S3,4,162,5877216080,0.9066,-1.0,2.3207,2.4439,0,1,0,0,0.0,4.1316,3,E,False,False,True
S3,4,162,5876162896,1.91,0.6852,1.2099,2.7007,0,0,0,0,0.0,2.1723,4,W,False,False,True
S3,4,162,5871777552,0.3536,2.6118,1.8514,1.7943,0,0,0,0,0.0,1.9896,4,S,False,False,True
S3,4,162,5876163664,1.976,0.4418,1.3933,1.5494,0,0,0,0,0.0,2.0286,4,N,False,False,True
S3,4,162,5881026064,2.3735,1.6437,1.6326,2.7134,0,0,0,0,0.0,5.7862,4,N,False,False,True
S3,4,162,5868959504,1.097,0.8866,0.503,0.0,0,0,0,1,0.0,1.2347,3,N,False,False,True
S3,4,162,5877786256,0.0,0.8592,0.0,1.1714,1,0,1,0,0.0,4.3639,2,W,False,False,True
S3,4,162,5875389392,0.5793,1.1519,0.7935,0.7388,0,0,0,0,0.0,1.2479,4,N,False,False,True
S3,4,162,5881032784,0.9111,0.0,0.9954,1.5142,0,1,0,0,0.0,3.6714,3,W,False,False,True
S3,4,162,5876737008,0.6852,0.4435,0.9701,0.0,0,0,0,1,0.0,2.3706,3,E,False,False,True
S3,4,163,5875588592,0.0,0.0,1.5473,1.9786,1,1,0,0,0.0,5.9513,2,E,False,False,True
S3,4,163,5880596816,1.8236,1.1479,0.8184,1.8347,0,0,0,0,0.0,4.1677,4,N,False,False,False
S3,4,163,5866212816,2.4427,2.3989,0.9851,2.7662,0,0,0,0,0.0,4.6197,4,N,False,False,True
S3,4,163,5867234096,1.4844,0.8184,0.6651,1.8236,0,0,0,0,0.0,5.0711,4,W,False,False,True
S3,4,163,5875596080,3.5937,4.775,2.9233,-1.0,0,0,0,1,2.4142,8.0023,3,S,False,False,True
S3,4,163,5876163664,2.0105,0.5967,2.2915,1.337,0,0,0,0,0.0,2.6709,4,E,False,False,True
S3,4,163,5876737008,1.1987,1.0949,1.3542,0.6651,0,0,0,0,0.0,1.9385,4,E,False,False,True
S3,4,163,5875389392,0.5288,0.4406,0.0,1.2361,0,0,0,0,0.0,0.6495,4,W,False,False,True
S3,4,163,5881026064,1.676,1.3482,3.386,3.0613,0,0,0,0,0.0,6.0745,4,E,False,False,True
S3,4,163,5868959504,1.1864,0.4379,0.9298,1.5473,0,0,0,0,0.0,1.1568,4,S,False,False,True
S3,4,163,5876592816,1.0724,3.3423,2.724,1.7459,0,0,0,0,0.0,4.5174,4,S,False,False,True
S3,4,163,5877216080,2.4276,-1.0,-1.0,1.0173,0,1,1,0,0.0,4.698,2,N,False,False,True
S3,4,163,5876157808,3.3423,2.6839,2.3432,1.6374,0,0,0,0,0.2459,6.6595,4,N,False,False,False
S3,4,163,5876162896,1.4334,1.4844,0.6255,1.6136,0,0,0,0,0.0,3.5106,4,S,False,False,True
S3,4,163,5876730192,3.1496,1.4334,2.3148,3.2631,0,0,0,0,0.056,6.8505,4,N,False,False,True
S3,4,163,5875589360,0.9596,1.3542,2.9377,1.1987,0,0,0,0,0.0,3.2846,4,E,False,False,True
S3,4,163,5871777552,0.5889,1.738,0.0,1.9753,0,0,1,0,0.0,3.2755,3,S,False,False,True
S3,4,163,5875395728,-1.0,0.191,-1.0,0.3378,1,0,1,0,0.0,0.3799,2,S,False,False,False
S3,4,163,5881032784,1.7739,0.0,0.9253,1.8996,0,1,0,0,0.0,3.5234,3,W,False,False,True
S3,4,163,5875385648,0.9883,-1.0,1.7581,0.5129,0,1,0,0,0.0,0.8308,3,N,False,False,True
S3,4,163,5877786256,0.0,1.0724,1.0638,1.989,1,0,0,0,0.0,3.7346,3,S,False,False,True
S3,4,163,5875396016,2.0424,1.6399,-1.0,0.0,0,0,1,1,0.0,5.0622,2,N,False,False,True
S3,4,164,5867234096,0.577,0.0,1.2052,1.5392,1,1,0,0,0.0,4.9524,2,E,False,False,False
S3,4,164,5880596816,0.0,1.3389,1.0094,2.0257,1,0,0,0,0.0,3.2397,3,S,True,True,True
S3,4,164,5876592816,1.0945,0.0,2.8806,2.2904,0,1,0,0,0.5333,5.4949,3,E,False,False,True
S3,4,164,5876737008,0.8479,1.5659,3.1564,0.5787,0,0,0,0,0.0,1.977,4,E,False,False,False
S3,4,164,5875396016,1.9068,1.2034,-1.0,0.7799,0,0,1,0,0.0,5.1642,3,N,False,False,True
S3,4,164,5876157808,0.5333,2.8749,2.5342,1.8284,1,0,0,0,0.0,5.9774,3,S,True,True,True
S3,4,164,5877216080,2.502,1.1306,-1.0,1.2886,0,0,1,0,0.0,5.258,3,N,False,False,True
S3,4,164,5875588592,1.1163,1.2548,0.4224,1.3813,0,0,0,0,0.0,5.3803,4,S,False,False,True
S3,4,164,5875589360,2.8749,3.1564,2.948,0.8479,0,0,0,0,0.1287,4.5087,4,S,False,False,True
S3,4,164,5866212816,2.4147,1.1149,1.9973,2.948,0,0,0,0,0.0,5.2104,4,E,False,False,True
S3,4,164,5876163664,2.5899,1.7753,1.1775,0.7252,0,0,0,0,0.0,3.5002,4,N,False,False,True
S3,4,164,5875596080,4.2057,5.4695,5.042,-1.0,0,0,0,1,1.966,8.2829,3,S,False,False,True
S3,4,164,5876730192,2.7323,1.6171,3.1211,2.5328,0,0,0,0,0.3406,7.3614,4,E,True,True,True
S3,4,164,5877786256,0.9379,1.0945,1.2412,2.1442,0,0,0,0,0.0,3.1321,4,E,False,False,True
S3,4,164,5875385648,1.3389,0.3572,2.105,1.9839,0,0,0,0,0.0,0.7249,4,E,False,False,True
S3,4,164,5876162896,0.8931,1.2052,1.0672,0.577,0,0,0,1,0.0,3.3648,3,S,False,False,True
S3,4,164,5871777552,0.8461,1.8971,1.8309,1.9973,0,0,0,0,0.0,3.4304,4,W,False,False,False
S3,4,164,5868959504,0.4224,1.2686,0.885,1.2548,0,0,0,0,0.0,0.4353,4,S,False,False,True
S3,4,164,5881026064,1.8046,0.0,0.0,1.4059,0,1,1,0,0.577,6.7406,2,N,False,False,True
S3,4,164,5875389392,2.1513,1.1208,0.3209,1.3774,0,0,0,0,0.0,0.8277,4,N,False,False,True
S3,4,164,5881032784,2.0471,2.1696,0.8957,3.9302,0,0,0,0,0.0,3.7903,4,W,False,False,True
S3,4,165,5875389392,-1.0,0.3565,0.9108,1.6517,1,0,0,0,0.0,1.8855,3,E,False,False,True
S3,4,165,5876163664,1.3059,0.891,1.3544,2.3925,0,0,0,0,0.0,4.4621,4,W,False,False,True
S3,4,165,5875385648,1.4571,2.1401,1.6286,0.336,0,0,0,0,0.0,1.7569,4,N,False,False,True
S3,4,165,5882030480,2.2167,2.1749,0.0,2.6816,0,0,1,0,0.0,2.3049,3,N,False,False,True
S3,4,165,5880596816,0.8389,0.336,1.4571,0.0,0,0,0,1,0.0,1.7067,3,E,False,False,False
S3,4,165,5876162896,0.864,1.2004,1.0471,0.0,0,0,0,1,0.0,2.9691,3,S,False,False,True
S3,4,165,5866212816,2.3573,1.3671,0.0,1.2331,0,0,1,0,0.0,5.2376,3,N,True,True,True
S3,4,165,5875589360,1.2214,2.2304,3.1482,0.0,0,0,0,1,0.3474,5.488,3,E,False,False,True
S3,4,165,5877786256,0.0,3.106,0.0,0.8174,1,0,1,0,0.0,2.8188,2,S,False,False,False
S3,4,165,5881026064,2.0405,2.1161,1.0841,2.058,0,0,0,0,0.0,6.2691,4,N,False,False,True
S3,4,165,5876737008,1.0389,1.7569,0.3474,0.7697,0,0,1,0,0.0,1.049,3,N,False,False,True
S3,4,165,5875396016,1.7981,1.2238,-1.0,0.9266,0,0,1,0,0.0,5.1101,3,N,False,False,True
S3,4,165,5867234096,2.1161,0.8389,0.0,1.7302,0,0,1,0,0.0,4.0244,3,N,False,False,True
S3,4,165,5877216080,2.5036,1.2426,-1.0,1.7465,0,0,1,0,0.0,5.7804,3,N,False,False,True
S3,4,165,5875588592,1.2671,0.0,0.2781,1.1289,0,1,0,0,0.0,4.631,3,N,False,False,True
S3,4,165,5881032784,4.0971,3.879,0.9491,3.7336,0,0,0,0,1.1212,4.9133,4,N,False,False,True
S3,4,165,5882029808,2.0194,1.0389,0.0659,1.7829,0,0,1,0,0.0,2.6135,3,N,False,False,True
S3,4,165,5876157808,1.3865,1.2214,2.8949,0.0,0,0,0,1,0.0659,4.272,3,E,False,False,True
S3,4,165,5876592816,3.106,2.7252,2.8434,1.8233,0,0,0,0,0.0716,6.2769,4,N,False,False,True
S3,4,165,5875596080,3.8136,5.8937,4.3818,-1.0,0,0,0,1,2.6605,8.5073,3,S,False,False,True
